,Mean_1h,CV_1h,AR-1_1h,Skewness_1h,CV_3h,AR-1_3h,Skewness_3h,CV_6h,AR-1_6h,Skewness_6h,CV_1D,AR-1_1D,Skewness_1D
1,0.08475671726376989,4.477956708929486,0.6132307791911951,7.857557097469241,3.6912616764089803,0.39607728591284913,6.663446387229478,3.0840014000178706,0.3258812934419316,5.449265013851952,2.0043087051775026,0.19733438913184997,3.2185479382263598
2,0.06455290356686601,4.362988104174207,0.586777470825292,6.996588863271269,3.6215677707367817,0.5056400826848468,5.551196095174972,3.1422606200885737,0.38032766614576247,4.769584189716307,2.0631136895541564,0.14689994583974703,3.107761372346107
3,0.07244619247504396,4.122693241706734,0.41935521832218586,8.548445424359684,3.1099047344116446,0.33603414692282596,5.790787851937364,2.5417970232618567,0.2835151194336009,4.436250049560529,1.5857595586277955,0.14079581999206156,2.557405544117489
4,0.06932989463472208,4.615516659209996,0.587132663028044,8.06864212227541,3.773984603189433,0.4229608885472654,6.395918104754209,3.1833296021119444,0.3486556456262656,5.138502780588437,2.0703676734610816,0.15190610769105967,3.174044008195029
5,0.06858001601925978,6.096060499115416,0.3168707582922254,15.700051268657228,4.4022014239314915,0.35499723294389135,10.459073296634392,3.6234653801179597,0.3397916119918845,8.378849726320857,2.3851208358067955,0.2352859757131842,5.093545911765581
6,0.0772304372677515,6.103739842384506,0.33984081222634666,12.492828059881806,4.430252149163669,0.32913943136380114,8.144164393614691,3.6115922986852924,0.3167214955181463,6.2080677323073825,2.3295989620076822,0.18685943658994494,3.69932077148282
7,0.0686589917602645,6.923132301245352,0.3621610822044306,15.124979363268357,5.0703831274801745,0.2905787647520064,9.782596961814022,4.073034008284313,0.23007324861801942,7.394867213480945,2.439926844754624,0.11318662383601968,4.067790009347561
8,0.07496836589821551,6.623324688205792,0.4837922136868928,27.06179395725551,5.122279732888246,0.30212664541530937,16.115863478657634,4.133090426700802,0.22231486977028908,11.275074690930474,2.465347178879438,0.12255519162345374,5.428626513571155
9,0.0882025742770148,4.7320209445680765,0.5601392059392064,8.456545338320028,3.8694001770713995,0.4715060033777735,6.624674044065338,3.319018464417257,0.3590385872207079,5.544561299779699,2.1597957493397937,0.15703804533758134,3.417070100563135
10,0.08907339829861353,5.787600830768873,0.3242288852553122,26.298055182029756,4.115457515455894,0.21276719996341806,14.616695463468762,3.204732954483443,0.16562605787742063,10.0278228161404,1.8396383376427508,0.1047513414256199,4.736045281957814
11,0.09747553722130775,4.224360413594864,0.5687741711286637,7.75992158452572,3.4549996057295016,0.44673285388928585,5.973209819413887,2.9385100224183147,0.33152435208422076,4.922993308684353,1.8756821125398815,0.14169293899350668,2.9637903805759733
12,0.08330161032629858,4.584117258994691,0.5684959971947336,11.464617356345428,3.7244222231782484,0.4086737556080247,7.993692080100563,3.125713174822858,0.3082541687791302,6.165622910646803,1.9738412466809978,0.14913395840514115,3.427202053286916
